WS-#,Site,Time,Date,pH,Notes,Type,deep C screen,Na-MP,Na mg/L,Mg-MP,Mg mg/L,Al-MP,Al mg/L,Si-MP,Si mg/L,P-MP,K-MP,K mg/L,Ca-MP,Ca mg/L,Mn-MP,Mn mg/L,Fe-MP,Fe mg/L,Zn-MP,Rb-MP,Sr-MP,Ba-MP,Pb-MP,F mg/L,Cl mg/L,NO3 mg/L,SO4 mg/L,DOC mg/L,TDN mg/L,NH4 mg N/L,Alm mg/L,Alo mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,PB0,23:00,11-Mar-13,5.68,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.38,0.45,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,PB0,0:00,12-Mar-13,5.74,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.38,0.49,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,PB0,1:00,12-Mar-13,5.65,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.39,0.42,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,PB0,2:00,12-Mar-13,5.70,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.39,0.43,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,PB0,3:00,12-Mar-13,5.63,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.37,0.42,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,PB0,4:00,12-Mar-13,5.71,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.38,0.46,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,PB0,5:00,12-Mar-13,5.64,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.39,0.47,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,PB0,6:00,12-Mar-13,5.77,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.39,0.43,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,PB0,7:00,12-Mar-13,5.75,isco start rising limb,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.40,0.53,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,PB0,8:00,12-Mar-13,5.69,isco,3,,,0.98,,0.24,,0.08,,2.69,,,0.12,,0.73,,0.01,,0.02,,,,,,0.03,0.49,0.58,3.26,,,0.003,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,PB0,9:00,12-Mar-13,5.63,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.47,0.62,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,PB0,10:00,12-Mar-13,5.56,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.50,0.62,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,PB0,11:00,12-Mar-13,5.65,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.56,0.77,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,PB0,12:00,12-Mar-13,5.59,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.58,0.88,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,PB0,13:00,12-Mar-13,5.57,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.62,0.97,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,PB0,14:00,12-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.59,0.92,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,PB0,15:00,12-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.58,0.93,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,PB0,16:00,12-Mar-13,,isco,3,,,0.84,,0.21,,0.13,,2.09,,,0.23,,0.68,,0.01,,0.02,,,,,,0.02,0.56,1.02,2.49,,,0.003,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,PB0,16:00,12-Mar-13,,isco,3,,,0.84,,0.21,,0.13,,2.09,,,0.23,,0.68,,0.01,,0.02,,,,,,0.04,0.68,1.10,2.59,,,0.003,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,PB0,17:00,12-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.55,1.13,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,PB0,18:00,12-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.58,1.23,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,PB0,19:00,12-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.56,1.58,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,PB0,20:00,12-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.55,1.62,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,PB0,21:00,12-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.56,1.88,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,PB0,22:00,12-Mar-13,5.07,isco,3,,0.68,0.65,0.21,0.20,0.27,0.26,1.69,1.87,,0.39,0.38,0.61,0.66,0.03,0.02,0.00,0.02,,0.00,0.00,0.00,,0.04,0.54,2.01,2.01,,,0.013,0.153,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,PB0,23:00,12-Mar-13,,isco start falling limb,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.51,2.08,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,PB0,0:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.51,2.18,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,PB0,1:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.51,2.27,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,PB0,2:00,13-Mar-13,,isco,3,,,0.67,,0.21,,0.28,,1.98,,,0.30,,0.69,,0.02,,0.02,,,,,,0.05,0.54,2.17,2.14,,,0.005,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,PB0,3:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.52,2.22,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,PB0,4:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.51,2.15,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,PB0,5:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.51,2.10,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,PB0,6:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.52,2.15,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,PB0,7:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.50,1.99,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,PB0,8:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.79,2.10,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,PB0,9:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.51,2.01,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,PB0,10:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.12,2.22,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,PB0,11:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.50,1.94,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,PB0,12:00,13-Mar-13,,isco,3,,,0.74,,0.21,,0.22,,2.17,,,0.19,,0.69,,0.02,,0.02,,,,,,0.04,0.54,1.88,2.39,,,0.003,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,PB0,13:00,13-Mar-13,,isco,3,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.49,1.88,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,PB0,,26-Mar-13,5.66,,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.43,0.57,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,PB0,,26-Mar-13,5.72,,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.50,0.69,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,PB0,,27-Mar-13,5.46,,3,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.48,0.56,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,PB0,0:25,28-Mar-13,5.51,,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.45,0.56,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,PB0,,29-Mar-13,5.40,,3,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.44,0.54,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,PB0,,27-Jun-13,5.81,,3,,1.14,,0.22,,0.15,,2.69,,,0.09,,0.65,,0.00,,0.01,,,0.00,0.01,0.00,,0.01,0.40,0.03,2.81,2.22,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,PB0,,28-Jun-13,5.62,,3,,0.95,,0.20,,0.27,,2.28,,,0.19,,0.61,,0.01,,0.03,,,0.00,0.00,0.00,,0.02,0.34,0.02,2.46,3.44,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,PB0,,28-Jun-13,5.54,,3,,0.83,,0.17,,0.20,,1.97,,,0.10,,0.56,,0.01,,0.01,,,0.00,0.00,0.00,,0.03,0.35,0.06,2.38,3.30,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,PB0,,20-Aug-13,6.07,,3,,,1.46,,0.22,,0.10,,3.29,,,0.12,,0.75,,0.01,,0.02,,,,,,0.04,0.37,0.23,3.23,2.11,0.14,0.009,0.029,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,PB0,,3-Sep-13,5.76,,3,,,1.36,,0.21,,0.11,,3.20,,,0.13,,0.75,,0.01,,0.02,,,,,,0.03,0.31,0.25,2.92,2.69,0.15,0.003,0.043,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,PB0,13:20,7-Nov-13,5.73,,3,,,1.20,,0.24,,0.13,,2.85,,,0.21,,0.74,,0.01,,0.02,,,,,,0.10,0.39,0.68,2.93,2.77,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,PB0,17:21,2-Oct-14,7.05,,3,,,1.76,,0.34,,0.01,,,,,0.27,,0.97,,0.00,,0.00,,,,,,0.05,0.42,0.02,3.99,1.73,0.05,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PB01,,10-Jul-09,5.12,,3,,1.00,,0.20,,0.16,,2.38,,,0.06,,0.82,,0.01,,0.01,,0.01,0.00,0.01,0.01,0.00,0.03,0.23,0.00,2.83,2.70,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PB01,,1-Apr-10,5.27,,3,,0.68,0.70,0.16,0.19,0.20,0.23,1.85,2.21,,0.08,0.11,0.45,0.63,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.03,0.28,0.14,2.46,2.40,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PB01,,18-Jun-10,5.64,,3,,0.97,0.95,0.19,0.18,0.11,0.11,2.31,1.91,,0.05,0.08,0.51,0.70,0.00,0.00,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.34,0.00,3.41,2.14,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PB01,,6-Aug-10,5.63,,3,,1.02,1.10,0.21,0.23,0.09,0.10,2.23,3.13,,0.04,0.08,0.57,0.72,0.00,0.01,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.04,0.36,0.04,3.83,2.33,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PB01,,21-Aug-10,5.93,,3,,1.65,1.57,0.32,0.31,0.10,0.11,3.76,4.11,,0.15,0.16,0.94,0.93,0.00,0.01,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.05,0.43,0.15,4.20,1.92,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
